BMI,Calories_Burned,Session_Duration (hours),Workout_Frequency (days/week),Fat_Percentage,Experience_Level,cluster
24.972070707070706,7.130507661616974,1.747070707070707,4.515151515151516,15.039898989898997,2.9646464646464628,0
24.891651612903225,6.666129051794473,1.1310709677419355,3.0167741935483874,27.51587096774194,1.5148387096774174,1
